number,kind,line1,line2,line3
8601,other,"The %s rips you for %d damage!","The %s rips %s for %s damage!","The two-headed hydra collapses with a bellowing groan."
8602,other,"Your candle burns down.","Your candle burns down.","Your candle burns down."
8603,other,"Your torch flickers and goes out.","",""
8604,other,"Your lamp runs out of oil, and goes out.","",""
8605,spell,"The effects of valour wear off!","","You feel confident!"
8606,spell,"The effects of misfortune wear off!","","You feel unlucky!"
8607,other,"You burn the %s, and inhale the pungent smoke.","","%s burns a stick of %s."
8608,spell,"The effects of the incense wear off.","",""
8609,spell,"The incense makes you dizzy.","%s looks about vaguely.",""
8610,other,"The iron ration tastes bland, but is nutritious.","",""
8611,other,"The %s all-out cleaves you for %d damage!","The %s all-out cleaves %s for %d damage!",""
8612,other,"A %s strides in from %s.","The %s walks out to %s.","The templar charges after you!"
8613,other,"","","The templar utters a low moan, and collapses with a clash of steel."
8614,other,"Suddenly your pickaxe breaks in two, becoming useless!","Nothing as their pickaxe breaks in two, becoming useless!",""
8615,other,"You dig too deep, and the ground beneath you begins to collapse inward.","%s falls through the collapsing grave!","%s just fell through a huge pit!"
8616,other,"The %s slashes you for %d damage!","The %s slashes %s for %s damage!","The devourer falters, then collapses in a heap."
8617,other,"A crypt chanter appears right beside you!","The chanter vanishes with a wail!","The crypt chanter floats after you!"
8618,commands,"climb ladder","climb up","use ladder"
8619,other,"You ascend the ladder into the shimmering portal.","%s ascends the ladder and vanishes into the portal!","%s appears from the portal in the floor!"
8620,other,"You've fallen into a subterranean catacomb.","%s falls through an open grave with a thud!",""
8621,other,"Meia shakes her head, and says, ""You do not have all required components.""","",""
8622,other,"You hand the components to Meia.","",""
8623,other,"Meia hands you an exquisite-looking feathered mask!","Meia hands %s an exquisite-looking feathered mask!",""
8624,other,"%s chops you for %d damage!","%s chops %s for %s damage!","Gurdal groans loudly and collapses."
8625,other,"Gurdal shakes his head, and says, ""You do not have all required items.""","",""
8626,other,"You hand the components to Gurdal.","%s hands the components to Gurdal.",""
8627,other,"Gurdal hands you a wrapped package of armour.","Gurdal hands %s a large wrapped package.",""
8628,other,"You open the package, and find...","%s opens the package, and finds...",""
8629,other,"Gurdal shakes his head politely, ""I'm sorry but this is not on discount.""","",""
8630,other,"Gurdal hands you a heavy bundle wrapped in cloth!","Gurdal hands %s a large , heavy bundle!",""
8631,other,"Gurdal hands you a heavy silken bag!","Gurdal hands %s a large silk bag!",""
8632,other,"You open the silken bag, and find...","%s opens the silken bag, and finds...",""
8633,other,"Gurdal hands you a large leather bag!","Gurdal hands %s a large leather bag!",""
8634,other,"You open the leather bag, and find...","%s opens the leather bag, and finds...",""
8635,other,"%s punches you for %d damage!","%s punches %s for %s damage!","Trina shrieks at you with her dying breath!"
8636,other,"Trina shakes her head politely, ""You need more hides than that.""","",""
8637,other,"You give your hides to Trina.","",""
8638,other,"After taking some measurements, Trina starts to work on the hides...","",""
8639,other,"With a smile of satisfaction, she hands you a brand new piece of armour.","",""
8640,spell,"You convulse violently!","%s stares about blankly, foaming from the mouth.","You convulse violently!"
8641,other,"Harkul shakes his head, and says, ""You do not have all required items.""","",""
8642,other,"Harkul hands you a carefully wrapped package!","",""
8643,other,"You require the aid of a dwarven miner to mine mithril!","",""
8644,other,"You shake your dice and roll!","%s shakes their dice and rolls!",""
8650,other,"You shake your dice and roll!","%s shakes their dice and rolls!",""
8651,other,"[1;33mYou rolled a [1;31m1[0m","[1;33m%s rolled a [1;31m1[0m",""
8652,other,"[1;33mYou rrolled a [1;31m2[0m","[1;33m%s rolled a [1;31m2[0m",""
8653,other,"[1;33mYou rolled a [1;31m3[0m","[1;33m%s rolled a [1;31m3[0m",""
8654,other,"[1;33mYou rolled a [1;31m4[0m","[1;33m%s rolled a [1;31m4[0m",""
8655,other,"[1;33mYou rolled a [1;31m5[0m","[1;33m%s rolled a [1;31m5[0m",""
8656,other,"[1;33mYou rolled a [1;31m6[0m","[1;33m%s rolled a [1;31m6[0m",""
8657,other,"[1;33mYou rolled a [1;31m7[0m","[1;33m%s rolled a [1;31m7[0m",""
8658,other,"[1;33mYou rolled a [1;31m8[0m","[1;33m%s rolled a [1;31m8[0m",""
8659,other,"[1;33mYou rolled a [1;31m9[0m","[1;33m%s rolled a [1;31m9[0m",""
8660,other,"[1;33mYou rolled a [1;31m10[0m","[1;33m%s rolled a [1;31m10[0m",""
8661,other,"You are not yet experienced enough!","",""
8662,other,"Tull takes your old item...","",""
8663,other,"and hands you the new one!","",""
8664,other,"Having given you your item, Tull turns away!","",""
8665,other,"You are not yet experienced enough to make this journey!","%s  is not yet experienced enough to make this journey!",""
8700,commands,"go fissure","enter fissure","go crack"
8701,other,"You squeeze sideways into the narrow fissure.","%s squeezes sideways into a narrow fissure in the rock wall.","%s emerges from a narrow fissure in the rock wall."
8702,other,"You jump into the sinkhole and are quickly swallowed by the sands!","%s jumps into the sinkhole and is quickly swallowed by the sands!",""
8703,other,"","%s falls from the ceiling in a shower of sand, landing with a heavy thud!",""
8704,other,"The %s slashes you for %d damage!","The %s slashes %s for %s damage!","The dried husk crumbles into dust as its bones clatter to the ground!"
8705,other,"The %s bludgeons you for %d damage!","The %s bludgeons %s for %s damage!","Shield and sword clatter to the ground as the guard falls."
8706,spell,"The suffocating fumes dissipate.","","Suffocating fumes overwhelm you!"
8707,spell,"You struggle for breath!","%s struggles for breath!","Suffocating fumes surround you!"
8708,other,"A blast of sand shreds %s for %d damage!","A blast of sand shreds you for %d damage!","A blast of sand shreds %s for %s damage!"
8709,other,"The %s rips you for %d damage!","The %s rips %s for %s damage!","Sand falls to the ground as the wraith dissipates!"
8710,other,"","A spear of dark energy impales you for %d damage!","A spear of dark energy impales %s for %s damage!"
8711,spell,"You make a sharp gesture towards %s!","%s makes a sharp gesture!","%s makes a sharp gesture!"
8712,other,"The %s pounds you for %d damage!","The %s pounds %s for %s damage!","The acolyte crumbles into dust."
8713,other,"The %s rakes you for %d damage!","The %s rakes %s for %s damage!","The stone construct twitches before crumbling."
8714,commands,"turn torch","twist torch","pull torch"
8715,other,"You turn the torch and rotate with the wall on a hidden platform.","%s turns the torch and rotates with the wall on a hidden platform.","The stone wall and floor rotate on a hidden platform, and %s emerges!"
8716,other,"The %s lunges and sinks its fangs into you for %d damage!","The %s lunges and sinks its fangs into %s for %s damage!","The cobra spasms and goes still."
8717,other,"You leap from the shaft!","%s leaps out of the shaft!",""
8718,other,"","%s leaps from a shaft in the cliff high above, landing with a thud!",""
8719,other,"You open the carved witchwood box and find...","%s opens a carved witchwood box and finds...",""
8720,other,"","The %s shouts a command in a strange tongue!","The %s shouts a command in a strange tongue!"
8721,other,"The %s mercilessly shreds you for %d damage!","The %s mercilessly shreds %s for %s damage!","Its humanoid visage twisted in horror, the huge stone construct shatters!"
8722,other,"","A blast of sand streaks forth and shreds you for %d damage!","A blast of sand streaks forth and shreds %s for %s damage!"
8723,spell,"","The %s thrashes about, and the ceiling begins to collapse!",""
8724,other,"","Stone and rubble collapses down on you for %d damage!",""
8725,other,"","The %s's claws shred your flesh, tearing open a %s!","The %s's claws tear open a %s on %s!"
8726,spell,"You staunch the flow of blood.","","You are losing blood quickly!"
8727,other,"The %s brutally rips you with a pincer for %d damage!","The %s brutally rips %s with a pincer for %s damage!","The stone monstrosity shudders and explodes into a shower of stone shards!"
8728,other,"The %s savagely spears you with its stinger for %d damage!","The %s savagely spears %s with its stinger for %s damage!",""
8729,other,"","You feel EXTREMELY sick!",""
8730,spell,"The effects of the poison wear off!","","You feel ill."
8731,other,"You complete the %s spell and lay your hands upon %s!","%s lays hands upon you, and your skin begins to tingle!","The %s shudders, casting %s on %s!"
8732,spell,"You lower your head and begin to chant in arcane tones.","%s begins to chant in arcane tones.","The %s begins to quiver as it casts a spell!"
8733,other,"You proceed forward through the warded archway.","%s passes through the warded archway.",""
8734,other,"An unseen force repels you as you attempt to pass through the arch!","%s attemps to pass through the arch, but an unseen force repels them!",""
8735,other,"The ghost groans and says, ""You do not have the relic!""","",""
8736,other,"You set Rastep's severed head on the stone floor at the ghost's feet.","",""
8737,other,"You quaff a %s. A warming sensation fills you.","","%s quaffs a %s."
8738,spell,"The long lucid dream ends.","","You are in a dream state!"
8739,commands,"climb vines","climb vine","climb up"
8740,other,"You scale the thick vines, ascending into the tree canopy.","%s scales the thick vines, disappearing into the canopy above.","You look above and see %s climb down the vines."
8741,other,"You carefully climb down the thick vines to the jungle floor.","%s slowly climbs down the thick vines to the jungle floor.","%s arrives after climbing the thick vines."
8742,other,"The %s critically hurls a chakram at you for %d damage!","The %s critically hurls a chakram at %s for %s damage!","The ghost sighs with relief and dissipates."
8743,other,"Night falls over %s, enveloping them in darkness!","Night falls over you, enveloping you in darkness!","Night falls over %s, enveloping them in darkness!"
8744,verbs,"impale|puncture|stab","impales|punctures|stabs","impales|punctures|stabs"
8745,commands,"loose an arrow and strike","looses an arrow and strikes","looses an arrow and strikes"
8746,other,"The %s hacks you for %d damage!","The %s hacks %s for %s damage!","The sentry insults you with his dying breath."
8747,other,"The %s cleaves through your armor for %d damage!","The %s cleaves through %s's armor for %s damage!","Its magic defeated, the animated armor and weapon clatter to the floor!"
8748,other,"The %s forcefully hacks you for %d damage!","The %s forcefully hacks %s for %s damage!","The huge suit of armor clatters to the floor, but the weapon remains!"
8749,other,"The %s savagely cleaves you for %d damage!","The %s savagely cleaves %s for %s damage!","The huge suit of armor clatters to the floor, but the weapon remains!"
8750,other,"Their armor is sundered, leaving them exposed!","Your armor is sundered, leaving you exposed!",""
8751,spell,"Your defenses return to normal.","","Your defenses are vulnerable!"
8752,other,"The %s advances and slashes you for %d damage!","The %s advances and slashes %s for %s damage!","The huge suit of armor clatters to the floor, but the weapon remains!"
